,cust_id,region,signup_date,total_invoices,max_invoice_amount,is_high_value
156,C0156,,2021-06-06,1.0,20.43,False
157,C0157,APAC,2021-06-07,1.0,112.59,False
158,C0158,EU,2021-06-08,1.0,167.74,False
159,C0159,,2021-06-09,,,
160,C0160,EU,2021-06-10,,,
161,C0161,,2021-06-11,,,
162,C0162,,2021-06-12,,,
163,C0163,,2021-06-13,,,
164,C0164,EU,2021-06-14,,,
165,C0165,APAC,2021-06-15,,,
166,C0166,EU,2021-06-16,,,
167,C0167,EU,2021-06-17,1.0,213.4,True
168,C0168,EU,2021-06-18,,,
169,C0169,,2021-06-19,,,
170,C0170,,2021-06-20,1.0,46.14,False
171,C0171,EU,2021-06-21,3.0,135.53,False
172,C0172,,2021-06-22,,,
173,C0173,EU,2021-06-23,1.0,32.24,False
174,C0174,,2021-06-24,,,
175,C0175,EU,2021-06-25,2.0,23.84,False
176,C0176,,2021-06-26,1.0,22.1,False
177,C0177,EU,2021-06-27,1.0,4.35,False
178,C0178,APAC,2021-06-28,,,
179,C0179,EU,2021-06-29,1.0,97.71,False
180,C0180,EU,2021-06-30,,,
181,C0181,EU,2021-07-01,,,
182,C0182,APAC,2021-07-02,,,
183,C0183,APAC,2021-07-03,1.0,199.2,False
184,C0184,EU,2021-07-04,3.0,176.59,False
185,C0185,,2027-11-11,,,
186,C0186,APAC,2021-07-06,,,
187,C0187,,2021-07-07,1.0,131.46,False
188,C0188,,2021-07-08,1.0,53.93,False
189,C0189,EU,2021-07-09,,,
190,C0190,EU,2021-07-10,3.0,99.26,False
191,C0191,APAC,2021-07-11,2.0,297.1,True
192,C0192,APAC,2021-07-12,1.0,176.81,False
193,C0193,,2021-07-13,,,
194,C0194,EU,2021-07-14,,,
195,C0195,EU,2021-07-15,2.0,126.72,False
196,C0196,,2021-07-16,,,
197,C0197,APAC,2021-07-17,1.0,61.9,False
198,C0198,APAC,2021-07-18,,,
199,C0199,APAC,2021-07-19,1.0,23.51,False
200,C0200,,2021-07-20,,,
201,C0201,EU,2021-07-21,,,
202,C0202,EU,2021-07-22,,,
203,C0203,APAC,2021-07-23,,,
204,C0204,,2021-07-24,,,
205,C0205,EU,2021-07-25,,,
206,C0206,EU,2021-07-26,,,
207,C0207,,2021-07-27,,,
208,C0208,EU,2021-07-28,2.0,298.23,False
209,C0209,EU,2021-07-29,1.0,179.21,False
210,C0210,,2021-07-30,,,
211,C0211,,2021-07-31,,,
212,C0212,,2021-08-01,,,
213,C0213,EU,2021-08-02,1.0,311.18,True
214,C0214,,2021-08-03,1.0,127.24,False
215,C0215,EU,2021-08-04,,,
216,C0216,EU,2021-08-05,3.0,329.98,False
217,C0217,,2021-08-06,,,
218,C0218,,2021-08-07,,,
219,C0219,APAC,2021-08-08,1.0,321.39,False
220,C0220,,2021-08-09,1.0,112.22,False
221,C0221,,2021-08-10,,,
222,C0222,EU,2021-08-11,,,
223,C0223,EU,2021-08-12,,,
224,C0224,EU,2021-08-13,,,
225,C0225,EU,2021-08-14,,,
226,C0226,APAC,2021-08-15,1.0,27.02,False
227,C0227,EU,2021-08-16,,,
228,C0228,APAC,2021-08-17,,,
229,C0229,,2021-08-18,1.0,353.99,True
230,C0230,APAC,2021-08-19,,,
231,C0231,,2021-08-20,,,
232,C0232,,2021-08-21,1.0,69.34,False
233,C0233,,2021-08-22,,,
234,C0234,EU,2021-08-23,,,
235,C0235,,2021-08-24,,,
236,C0236,EU,2021-08-25,1.0,61.45,False
237,C0237,EU,2021-08-26,,,
238,C0238,,2021-08-27,1.0,16.47,False
239,C0239,EU,2021-08-28,1.0,42.1,False
240,C0240,APAC,2021-08-29,1.0,407.7,True
241,C0241,APAC,2021-08-30,,,
242,C0242,APAC,2021-08-31,,,
243,C0243,EU,2021-09-01,,,
244,C0244,EU,2027-11-11,2.0,252.35,True
245,C0245,APAC,2021-09-03,2.0,93.69,False
246,C0246,,2021-09-04,1.0,23.51,False
247,C0247,APAC,2021-09-05,,,
248,C0248,APAC,2021-09-06,2.0,76.96,False
249,C0249,APAC,2021-09-07,,,
250,C0250,EU,2021-09-08,,,
251,C0251,EU,2021-09-09,,,
252,C0252,APAC,2021-09-10,1.0,128.58,False
253,C0253,EU,2021-09-11,,,
254,C0254,EU,2021-09-12,,,
255,C0255,,2021-09-13,,,
256,C0256,APAC,2021-09-14,,,
257,C0257,,2021-09-15,,,
258,C0258,,2021-09-16,,,
259,C0259,EU,2021-09-17,,,
260,C0260,,2021-09-18,1.0,50.46,False
261,C0261,APAC,2021-09-19,,,
262,C0262,EU,2021-09-20,,,
263,C0263,,2021-09-21,1.0,73.41,False
264,C0264,APAC,2021-09-22,,,
265,C0265,,2021-09-23,,,
266,C0266,,2021-09-24,1.0,15.9,False
267,C0267,,2021-09-25,,,
268,C0268,EU,2021-09-26,,,
269,C0269,EU,2021-09-27,,,
270,C0270,APAC,2021-09-28,1.0,123.46,False
271,C0271,APAC,2021-09-29,2.0,70.28,False
272,C0272,APAC,2021-09-30,,,
273,C0273,APAC,2021-10-01,,,
274,C0274,,2021-10-02,,,
275,C0275,,2021-10-03,2.0,153.86,False
276,C0276,APAC,2021-10-04,1.0,280.89,True
277,C0277,,2021-10-05,,,
278,C0278,,2021-10-06,,,
279,C0279,APAC,2021-10-07,2.0,434.97,True
280,C0280,APAC,2021-10-08,1.0,38.83,False
281,C0281,EU,2021-10-09,1.0,282.16,True
282,C0282,EU,2021-10-10,,,
283,C0283,EU,2021-10-11,,,
284,C0284,,2021-10-12,,,
285,C0285,EU,2021-10-13,,,
286,C0286,,2021-10-14,,,
287,C0287,,2021-10-15,1.0,82.73,False
288,C0288,EU,2027-11-11,,,
289,C0289,,2021-10-17,1.0,17.6,False
290,C0290,EU,2021-10-18,,,
291,C0291,EU,2021-10-19,,,
292,C0292,APAC,2021-10-20,1.0,250.69,False
293,C0293,EU,2021-10-21,,,
294,C0294,EU,2021-10-22,,,
295,C0295,,2021-10-23,,,
296,C0296,APAC,2021-10-24,1.0,92.78,False
297,C0297,EU,2021-10-25,,,
298,C0298,,2021-10-26,,,
299,C0299,EU,2021-10-27,1.0,162.58,False
300,C0300,EU,2021-10-28,,,
301,C0301,,2021-10-29,2.0,158.48,False
302,C0302,,2021-10-30,,,
303,C0303,,2021-10-31,3.0,114.46,False
304,C0304,,2021-11-01,1.0,321.98,True
305,C0305,APAC,2021-11-02,1.0,40.56,False
306,C0306,,2021-11-03,1.0,0.02,False
307,C0307,EU,2021-11-04,,,
308,C0308,APAC,2021-11-05,,,
309,C0309,EU,2021-11-06,2.0,208.16,True
310,C0310,,2021-11-07,,,
311,C0311,EU,2021-11-08,1.0,284.44,True
312,C0312,EU,2021-11-09,,,
313,C0313,APAC,2021-11-10,,,
314,C0314,APAC,2021-11-11,,,
315,C0315,,2021-11-12,1.0,34.48,False
316,C0316,,2021-11-13,,,
317,C0317,EU,2021-11-14,1.0,211.51,True
318,C0318,EU,2021-11-15,,,
319,C0319,EU,2021-11-16,1.0,124.93,False
320,C0320,,2021-11-17,1.0,161.7,False
321,C0321,,2021-11-18,,,
322,C0322,,2021-11-19,,,
323,C0323,EU,2021-11-20,,,
324,C0324,APAC,2021-11-21,1.0,62.98,False
325,C0325,,2021-11-22,1.0,462.29,True
326,C0326,,2021-11-23,,,
327,C0327,,2021-11-24,,,
328,C0328,,2021-11-25,2.0,200.18,True
329,C0329,EU,2021-11-26,1.0,125.88,False
330,C0330,EU,2021-11-27,1.0,5.9,False
331,C0331,APAC,2021-11-28,,,
332,C0332,EU,2021-11-29,1.0,75.81,False
333,C0333,EU,2021-11-30,1.0,39.93,False
334,C0334,EU,2021-12-01,1.0,182.05,False
335,C0335,EU,2021-12-02,2.0,77.55,False
336,C0336,APAC,2021-12-03,1.0,336.63,True
337,C0337,,2021-12-04,1.0,298.5,True
338,C0338,,2021-12-05,3.0,245.97,True
339,C0339,EU,2021-12-06,,,
340,C0340,,2021-12-07,,,
341,C0341,,2021-12-08,,,
342,C0342,EU,2021-12-09,1.0,150.39,False
343,C0343,,2021-12-10,1.0,38.12,False
344,C0344,EU,2021-12-11,,,
345,C0345,,2021-12-12,1.0,32.28,False
346,C0346,,2021-12-13,,,
347,C0347,EU,2021-12-14,2.0,193.44,False
348,C0348,EU,2021-12-15,1.0,38.2,False
349,C0349,,2021-12-16,,,
350,C0350,,2021-12-17,,,
351,C0351,APAC,2021-12-18,,,
352,C0352,,2027-11-11,,,
353,C0353,EU,2021-12-20,1.0,30.54,False
354,C0354,EU,2021-12-21,2.0,304.32,True
355,C0355,,2021-12-22,,,
356,C0356,EU,2021-12-23,1.0,150.78,False
357,C0357,,2021-12-24,,,
358,C0358,APAC,2021-12-25,,,
359,C0359,,2021-12-26,,,
360,C0360,EU,2021-12-27,1.0,265.28,True
361,C0361,,2021-12-28,,,
362,C0362,,2021-12-29,1.0,28.18,False
363,C0363,,2021-12-30,,,
364,C0364,APAC,2021-12-31,2.0,60.69,False
365,C0365,EU,2022-01-01,,,
366,C0366,APAC,2022-01-02,1.0,180.68,False
367,C0367,APAC,2022-01-03,1.0,57.43,False
368,C0368,EU,2022-01-04,,,
369,C0369,EU,2022-01-05,2.0,97.81,False
370,C0370,EU,2022-01-06,1.0,473.83,True
371,C0371,EU,2022-01-07,,,
372,C0372,EU,2027-11-11,,,
373,C0373,,2022-01-09,,,
374,C0374,EU,2022-01-10,1.0,136.65,False
375,C0375,EU,2022-01-11,3.0,168.87,False
376,C0376,APAC,2022-01-12,1.0,8.45,False
377,C0377,EU,2022-01-13,,,
378,C0378,APAC,2022-01-14,,,
379,C0379,EU,2022-01-15,,,
380,C0380,EU,2022-01-16,,,
381,C0381,,2022-01-17,1.0,568.96,True
382,C0382,,2022-01-18,,,
383,C0383,APAC,2022-01-19,,,
384,C0384,,2022-01-20,,,
385,C0385,APAC,2022-01-21,,,
386,C0386,EU,2022-01-22,1.0,11.66,False
387,C0387,EU,2022-01-23,,,
388,C0388,APAC,2022-01-24,2.0,223.42,False
389,C0389,APAC,2022-01-25,1.0,29.44,False
390,C0390,APAC,2022-01-26,,,
391,C0391,,2022-01-27,,,
392,C0392,EU,2022-01-28,2.0,293.61,False
393,C0393,APAC,2022-01-29,1.0,68.61,False
394,C0394,EU,2022-01-30,1.0,217.23,False
395,C0395,APAC,2022-01-31,1.0,28.83,False
396,C0396,APAC,2022-02-01,,,
397,C0397,,2022-02-02,,,
398,C0398,APAC,2022-02-03,,,
399,C0399,APAC,2022-02-04,1.0,60.27,False
400,C0400,EU,2022-02-05,1.0,93.56,False
401,C0401,APAC,2022-02-06,,,
402,C0402,,2022-02-07,1.0,472.42,True
403,C0403,APAC,2022-02-08,,,
404,C0404,EU,2027-11-11,1.0,4.41,False
405,C0405,APAC,2022-02-10,1.0,52.84,False
406,C0406,EU,2022-02-11,,,
407,C0407,EU,2022-02-12,1.0,119.75,False
408,C0408,APAC,2022-02-13,1.0,182.82,False
409,C0409,EU,2022-02-14,,,
410,C0410,EU,2022-02-15,,,
411,C0411,APAC,2022-02-16,,,
412,C0412,APAC,2022-02-17,,,
413,C0413,,2022-02-18,1.0,38.19,False
414,C0414,,2022-02-19,,,
415,C0415,,2022-02-20,,,
416,C0416,EU,2022-02-21,,,
417,C0417,EU,2022-02-22,1.0,56.38,False
418,C0418,,2022-02-23,,,
419,C0419,APAC,2022-02-24,,,
420,C0420,APAC,2022-02-25,,,
421,C0421,APAC,2022-02-26,,,
422,C0422,EU,2022-02-27,,,
423,C0423,,2022-02-28,,,
424,C0424,EU,2022-03-01,,,
425,C0425,,2022-03-02,,,
426,C0426,,2022-03-03,,,
427,C0427,APAC,2022-03-04,2.0,240.29,True
428,C0428,EU,2022-03-05,1.0,390.85,True
429,C0429,EU,2022-03-06,2.0,115.99,False
430,C0430,EU,2022-03-07,,,
431,C0431,APAC,2022-03-08,,,
432,C0432,,2022-03-09,,,
433,C0433,EU,2022-03-10,1.0,45.43,False
434,C0434,EU,2022-03-11,1.0,23.81,False
435,C0435,,2022-03-12,1.0,418.01,True
436,C0436,EU,2022-03-13,1.0,46.12,False
437,C0437,APAC,2022-03-14,,,
438,C0438,,2022-03-15,,,
439,C0439,EU,2022-03-16,0.0,,False
440,C0440,EU,2022-03-17,2.0,234.3,False
441,C0441,APAC,2022-03-18,1.0,197.46,False
442,C0442,EU,2022-03-19,,,
443,C0443,EU,2022-03-20,2.0,416.5,True
444,C0444,APAC,2022-03-21,1.0,324.52,True
445,C0445,APAC,2022-03-22,1.0,158.15,False
446,C0446,APAC,2022-03-23,2.0,111.02,False
447,C0447,APAC,2022-03-24,,,
448,C0448,EU,2022-03-25,1.0,117.55,False
449,C0449,EU,2022-03-26,,,
450,C0450,APAC,2022-03-27,,,
451,C0451,,2022-03-28,,,
452,C0452,,2022-03-29,2.0,322.33,True
453,C0453,APAC,2022-03-30,1.0,76.61,False
454,C0454,EU,2022-03-31,,,
455,C0455,,2022-04-01,1.0,230.63,False
456,C0456,EU,2022-04-02,,,
457,C0457,,2022-04-03,1.0,6.26,False
458,C0458,EU,2022-04-04,,,
459,C0459,EU,2027-11-11,,,
460,C0460,EU,2022-04-06,,,
461,C0461,,2022-04-07,3.0,135.16,False
462,C0462,,2022-04-08,,,
463,C0463,,2022-04-09,,,
464,C0464,APAC,2022-04-10,2.0,147.27,False
465,C0465,EU,2022-04-11,1.0,147.55,False
466,C0466,EU,2022-04-12,,,
467,C0467,APAC,2022-04-13,,,
468,C0468,EU,2022-04-14,1.0,217.01,True
469,C0469,APAC,2022-04-15,1.0,110.81,False
470,C0470,EU,2022-04-16,1.0,22.58,False
471,C0471,APAC,2022-04-17,,,
472,C0472,EU,2022-04-18,1.0,172.84,False
473,C0473,APAC,2022-04-19,1.0,159.01,False
474,C0474,,2022-04-20,,,
475,C0475,APAC,2022-04-21,1.0,4.94,False
476,C0476,EU,2022-04-22,,,
477,C0477,,2022-04-23,,,
478,C0478,APAC,2022-04-24,,,
479,C0479,,2022-04-25,1.0,13.8,False
480,C0480,,2022-04-26,,,
481,C0481,,2022-04-27,,,
482,C0482,,2022-04-28,1.0,18.68,False
483,C0483,,2022-04-29,,,
484,C0484,,2022-04-30,,,
485,C0485,APAC,2022-05-01,,,
486,C0486,EU,2022-05-02,1.0,105.93,False
487,C0487,EU,2022-05-03,,,
488,C0488,APAC,2022-05-04,,,
489,C0489,APAC,2022-05-05,,,
490,C0490,,2022-05-06,,,
491,C0491,,2022-05-07,1.0,65.11,False
492,C0492,EU,2022-05-08,1.0,90.27,False
493,C0493,EU,2022-05-09,,,
494,C0494,,2022-05-10,2.0,63.8,False
495,C0495,EU,2022-05-11,,,
496,C0496,,2022-05-12,1.0,401.33,True
497,C0497,EU,2022-05-13,2.0,241.22,True
498,C0498,APAC,2022-05-14,1.0,34.87,False
499,C0499,APAC,2022-05-15,,,
500,C0500,,2022-05-16,1.0,7.61,False
501,C0501,,2022-05-17,,,
502,C0502,EU,2022-05-18,1.0,128.79,False
503,C0503,APAC,2022-05-19,,,
504,C0504,,2022-05-20,1.0,67.28,False
505,C0505,EU,2022-05-21,1.0,114.62,False
506,C0506,APAC,2022-05-22,2.0,291.95,True
507,C0507,APAC,2022-05-23,1.0,95.3,False
508,C0508,APAC,2027-11-11,,,
509,C0509,,2022-05-25,1.0,273.15,True
510,C0510,,2022-05-26,2.0,516.16,True
511,C0511,,2022-05-27,1.0,58.07,False
512,C0512,APAC,2022-05-28,,,
513,C0513,APAC,2022-05-29,,,
514,C0514,EU,2022-05-30,,,
515,C0515,EU,2022-05-31,,,
516,C0516,EU,2022-06-01,2.0,272.58,False
517,C0517,APAC,2022-06-02,1.0,23.8,False
518,C0518,APAC,2022-06-03,,,
519,C0519,EU,2022-06-04,1.0,60.58,False
520,C0520,,2022-06-05,1.0,35.82,False
521,C0521,EU,2022-06-06,3.0,272.4,True
522,C0522,APAC,2022-06-07,,,
523,C0523,APAC,2022-06-08,,,
524,C0524,APAC,2022-06-09,,,
525,C0525,,2022-06-10,1.0,10.42,False
526,C0526,,2027-11-11,,,
527,C0527,EU,2022-06-12,1.0,20.64,False
528,C0528,EU,2022-06-13,1.0,231.0,False
529,C0529,APAC,2022-06-14,1.0,338.65,True
530,C0530,APAC,2022-06-15,4.0,385.94,True
531,C0531,APAC,2022-06-16,1.0,37.11,False
532,C0532,APAC,2022-06-17,1.0,28.37,False
533,C0533,,2022-06-18,1.0,176.44,False
534,C0534,APAC,2022-06-19,,,
535,C0535,APAC,2022-06-20,,,
536,C0536,APAC,2022-06-21,,,
537,C0537,EU,2027-11-11,,,
538,C0538,,2022-06-23,1.0,48.23,False
539,C0539,EU,2022-06-24,,,
540,C0540,APAC,2027-11-11,1.0,229.5,True
541,C0541,,2022-06-26,1.0,339.29,True
542,C0542,EU,2022-06-27,,,
543,C0543,,2022-06-28,1.0,593.27,False
544,C0544,,2022-06-29,1.0,24.6,False
545,C0545,EU,2022-06-30,1.0,82.23,False
546,C0546,EU,2022-07-01,1.0,174.95,False
547,C0547,,2022-07-02,,,
548,C0548,,2022-07-03,1.0,122.11,False
549,C0549,APAC,2022-07-04,,,
550,C0550,,2022-07-05,,,
551,C0551,APAC,2022-07-06,,,
552,C0552,,2022-07-07,1.0,8.22,False
553,C0553,,2022-07-08,,,
554,C0554,APAC,2022-07-09,1.0,197.86,False
555,C0555,,2022-07-10,0.0,,False
556,C0556,EU,2022-07-11,,,
557,C0557,EU,2022-07-12,2.0,193.35,False
558,C0558,APAC,2022-07-13,,,
559,C0559,,2027-11-11,1.0,42.86,False
560,C0560,,2022-07-15,,,
561,C0561,EU,2027-11-11,1.0,9.67,False
562,C0562,EU,2022-07-17,,,
563,C0563,EU,2022-07-18,,,
564,C0564,EU,2022-07-19,1.0,43.84,False
565,C0565,,2027-11-11,1.0,3.36,False
566,C0566,EU,2022-07-21,,,
567,C0567,,2022-07-22,3.0,85.97,False
568,C0568,APAC,2022-07-23,1.0,62.51,False
569,C0569,EU,2022-07-24,,,
570,C0570,,2022-07-25,1.0,287.43,True
571,C0571,APAC,2022-07-26,,,
572,C0572,EU,2022-07-27,,,
573,C0573,,2022-07-28,,,
574,C0574,APAC,2022-07-29,,,
575,C0575,APAC,2022-07-30,1.0,67.78,False
576,C0576,EU,2022-07-31,,,
577,C0577,APAC,2022-08-01,,,
578,C0578,,2022-08-02,2.0,119.71,False
579,C0579,EU,2022-08-03,0.0,,False
580,C0580,,2022-08-04,1.0,26.44,False
581,C0581,APAC,2022-08-05,0.0,,False
582,C0582,,2027-11-11,,,
583,C0583,EU,2022-08-07,,,
584,C0584,,2027-11-11,,,
585,C0585,EU,2022-08-09,,,
586,C0586,EU,2022-08-10,,,
587,C0587,EU,2022-08-11,,,
588,C0588,EU,2022-08-12,,,
589,C0589,EU,2022-08-13,1.0,131.18,False
590,C0590,EU,2022-08-14,1.0,121.0,False
591,C0591,,2022-08-15,1.0,356.11,False
592,C0592,EU,2022-08-16,2.0,478.23,False
593,C0593,EU,2022-08-17,1.0,17.96,False
594,C0594,APAC,2022-08-18,1.0,317.79,True
595,C0595,,2022-08-19,1.0,497.98,False
596,C0596,,2022-08-20,1.0,90.34,False
597,C0597,EU,2022-08-21,3.0,73.68,False
598,C0598,EU,2022-08-22,,,
599,C0599,EU,2022-08-23,,,
600,C0600,EU,2022-08-24,2.0,84.63,False
601,C0601,EU,2022-08-25,,,
602,C0602,EU,2027-11-11,1.0,236.04,True
603,C0603,EU,2022-08-27,,,
604,C0604,EU,2022-08-28,,,
605,C0605,,2022-08-29,1.0,352.1,True
606,C0606,EU,2022-08-30,1.0,136.75,False
607,C0607,EU,2022-08-31,,,
608,C0608,,2022-09-01,,,
609,C0609,,2022-09-02,1.0,453.86,True
610,C0610,EU,2022-09-03,1.0,11.25,False
611,C0611,APAC,2022-09-04,2.0,591.05,True
612,C0612,,2022-09-05,1.0,42.37,False
613,C0613,EU,2022-09-06,1.0,497.7,True
614,C0614,APAC,2022-09-07,1.0,99.22,False
615,C0615,APAC,2022-09-08,1.0,16.2,False
616,C0616,EU,2022-09-09,1.0,11.12,False
617,C0617,EU,2022-09-10,,,
618,C0618,APAC,2022-09-11,,,
619,C0619,,2022-09-12,2.0,115.66,False
620,C0620,EU,2022-09-13,1.0,12.12,False
621,C0621,EU,2022-09-14,,,
622,C0622,EU,2022-09-15,1.0,396.35,True
623,C0623,,2022-09-16,,,
624,C0624,,2022-09-17,1.0,193.63,False
625,C0625,EU,2022-09-18,1.0,108.69,False
626,C0626,,2022-09-19,,,
627,C0627,,2022-09-20,,,
628,C0628,EU,2022-09-21,2.0,128.94,False
629,C0629,EU,2022-09-22,,,
630,C0630,,2022-09-23,,,
631,C0631,APAC,2027-11-11,,,
632,C0632,,2022-09-25,1.0,224.43,True
633,C0633,,2022-09-26,2.0,442.75,True
634,C0634,EU,2022-09-27,,,
635,C0635,,2022-09-28,,,
636,C0636,,2022-09-29,,,
637,C0637,EU,2022-09-30,1.0,4.31,False
638,C0638,EU,2022-10-01,,,
639,C0639,EU,2022-10-02,2.0,84.77,False
640,C0640,EU,2022-10-03,,,
