user_id,event_date_month,monthly_avg_duration,user_global_avg_duration,is_at_risk
U017,2023-07,0 days 00:32:36.066895097,0 days 00:40:55.918213463,False
U017,2023-08,0 days 00:40:33.580580476,0 days 00:40:55.918213463,False
U017,2023-09,0 days 00:37:38.222506208,0 days 00:40:55.918213463,False
U017,2023-10,0 days 00:38:58.508165564,0 days 00:40:55.918213463,False
U017,2023-11,0 days 00:42:22.376383269,0 days 00:40:55.918213463,False
U017,2023-12,0 days 00:51:49.906630907,0 days 00:40:55.918213463,False
U018,2023-01,0 days 00:23:35.911275151,0 days 00:37:07.062493167,True
U018,2023-02,0 days 00:37:16.620532059,0 days 00:37:07.062493167,False
U018,2023-03,0 days 00:12:44.240963109,0 days 00:37:07.062493167,True
U018,2023-04,0 days 00:26:01.419136108,0 days 00:37:07.062493167,False
U018,2023-05,0 days 00:33:47.307817897,0 days 00:37:07.062493167,False
U018,2023-06,0 days 00:50:21.168226310,0 days 00:37:07.062493167,False
U018,2023-07,0 days 00:28:44.941856693,0 days 00:37:07.062493167,False
U018,2023-08,0 days 00:33:42.659101254,0 days 00:37:07.062493167,False
U018,2023-09,0 days 00:39:00.415131614,0 days 00:37:07.062493167,False
U018,2023-10,0 days 00:54:05.201519264,0 days 00:37:07.062493167,False
U018,2023-11,0 days 00:40:18.940220793,0 days 00:37:07.062493167,False
U018,2023-12,0 days 00:49:51.977346298,0 days 00:37:07.062493167,False
U019,2023-03,0 days 00:11:19.190039835,0 days 00:37:40.617915452,True
U019,2023-04,0 days 00:51:11.197060508,0 days 00:37:40.617915452,False
U019,2023-05,0 days 00:36:14.975412210,0 days 00:37:40.617915452,False
U019,2023-06,0 days 00:31:15.687537789,0 days 00:37:40.617915452,False
U019,2023-07,0 days 00:29:18.389777503,0 days 00:37:40.617915452,False
U019,2023-08,0 days 00:50:20.037374681,0 days 00:37:40.617915452,False
U019,2023-09,0 days 00:35:24.372353745,0 days 00:37:40.617915452,False
U019,2023-10,0 days 00:35:56.072746834,0 days 00:37:40.617915452,False
U020,2023-06,0 days 00:27:33.704885190,0 days 00:36:14.158041321,False
U020,2023-07,0 days 00:40:37.077899493,0 days 00:36:14.158041321,False
U020,2023-08,0 days 00:37:22.880733854,0 days 00:36:14.158041321,False
U020,2023-09,0 days 00:33:51.742690750,0 days 00:36:14.158041321,False
U020,2023-10,0 days 00:38:19.024493811,0 days 00:36:14.158041321,False
U020,2023-11,0 days 00:47:52.204514080,0 days 00:36:14.158041321,False
U020,2023-12,0 days 00:24:10.011196878,0 days 00:36:14.158041321,True
U022,2023-05,0 days 00:17:06.071806494,0 days 00:31:51.134664576,True
U022,2023-06,0 days 00:32:38.640551242,0 days 00:31:51.134664576,False
U022,2023-07,0 days 00:26:19.784807438,0 days 00:31:51.134664576,False
U022,2023-08,0 days 00:37:40.576863015,0 days 00:31:51.134664576,False
U022,2023-09,0 days 00:40:51.432945080,0 days 00:31:51.134664576,False
U022,2023-10,0 days 00:30:26.897025611,0 days 00:31:51.134664576,False
U022,2023-11,0 days 00:25:45.281425754,0 days 00:31:51.134664576,False
U022,2023-12,0 days 00:36:26.362422784,0 days 00:31:51.134664576,False
U023,2023-04,0 days 00:21:46.559345522,0 days 00:30:55.289072574,False
U023,2023-05,0 days 00:53:02.839803976,0 days 00:30:55.289072574,False
U023,2023-06,0 days 00:27:49.301137360,0 days 00:30:55.289072574,False
U023,2023-07,0 days 00:07:37.999814178,0 days 00:30:55.289072574,True
U024,2023-01,0 days 01:25:09.664872545,0 days 00:36:19.344840106,False
U024,2023-02,0 days 00:41:17.219591165,0 days 00:36:19.344840106,False
U024,2023-03,0 days 00:29:51.197201384,0 days 00:36:19.344840106,False
U024,2023-04,0 days 00:31:45.568500752,0 days 00:36:19.344840106,False
U024,2023-05,0 days 00:36:48.095328464,0 days 00:36:19.344840106,False
U024,2023-06,0 days 00:32:35.780506380,0 days 00:36:19.344840106,False
U024,2023-07,0 days 00:40:58.003347644,0 days 00:36:19.344840106,False
U024,2023-08,0 days 00:31:42.417773246,0 days 00:36:19.344840106,False
U024,2023-09,0 days 00:37:27.108341239,0 days 00:36:19.344840106,False
U024,2023-10,0 days 00:40:33.447017833,0 days 00:36:19.344840106,False
U024,2023-11,0 days 00:38:02.160279507,0 days 00:36:19.344840106,False
U024,2023-12,0 days 00:34:17.522009379,0 days 00:36:19.344840106,False
U025,2023-01,0 days 00:22:59.450880314,0 days 00:30:30.636156927,False
U025,2023-02,0 days 00:36:02.336850769,0 days 00:30:30.636156927,False
U025,2023-03,0 days 00:24:00.555080987,0 days 00:30:30.636156927,False
U025,2023-04,0 days 00:29:30.953338150,0 days 00:30:30.636156927,False
U025,2023-05,0 days 00:26:09.295516205,0 days 00:30:30.636156927,False
U025,2023-06,0 days 00:32:22.500119436,0 days 00:30:30.636156927,False
U025,2023-07,0 days 00:38:51.414054049,0 days 00:30:30.636156927,False
U025,2023-08,0 days 00:23:27.193059992,0 days 00:30:30.636156927,False
U026,2023-01,0 days 00:32:12.370428521,0 days 00:34:38.943006878,False
U026,2023-02,0 days 00:32:32.947212466,0 days 00:34:38.943006878,False
U026,2023-03,0 days 00:30:56.844349571,0 days 00:34:38.943006878,False
U026,2023-04,0 days 00:26:53.016107743,0 days 00:34:38.943006878,False
U026,2023-05,0 days 00:31:41.716207388,0 days 00:34:38.943006878,False
U026,2023-06,0 days 00:47:58.487527932,0 days 00:34:38.943006878,False
U026,2023-07,0 days 00:37:09.619299133,0 days 00:34:38.943006878,False
U026,2023-08,0 days 00:40:34.448037378,0 days 00:34:38.943006878,False
U026,2023-09,0 days 00:37:16.588944115,0 days 00:34:38.943006878,False
U026,2023-10,0 days 00:25:33.749447958,0 days 00:34:38.943006878,False
U026,2023-11,0 days 00:45:46.823293595,0 days 00:34:38.943006878,False
U026,2023-12,0 days 00:30:56.645513177,0 days 00:34:38.943006878,False
U027,2023-03,0 days 00:35:37.906332030,0 days 00:41:49.695327859,False
U027,2023-04,0 days 00:33:08.932618157,0 days 00:41:49.695327859,False
U027,2023-05,0 days 00:57:01.293421726,0 days 00:41:49.695327859,False
U027,2023-06,0 days 00:39:33.335303109,0 days 00:41:49.695327859,False
U027,2023-07,0 days 00:38:59.725641160,0 days 00:41:49.695327859,False
U027,2023-08,0 days 00:45:06.387078382,0 days 00:41:49.695327859,False
U027,2023-09,0 days 00:49:36.872856755,0 days 00:41:49.695327859,False
U027,2023-10,0 days 00:37:26.875564435,0 days 00:41:49.695327859,False
U027,2023-11,0 days 00:36:39.432716323,0 days 00:41:49.695327859,False
U027,2023-12,0 days 00:47:36.347687110,0 days 00:41:49.695327859,False
U030,2023-04,0 days 00:42:51.495997571,0 days 00:38:38.553969472,False
U030,2023-05,0 days 00:28:58.460856873,0 days 00:38:38.553969472,False
U030,2023-06,0 days 00:39:49.165989194,0 days 00:38:38.553969472,False
U030,2023-07,0 days 00:30:07.015343109,0 days 00:38:38.553969472,False
U030,2023-08,0 days 00:37:32.798336304,0 days 00:38:38.553969472,False
U030,2023-09,0 days 00:43:11.133525227,0 days 00:38:38.553969472,False
U030,2023-10,0 days 00:40:50.564584222,0 days 00:38:38.553969472,False
U030,2023-11,0 days 00:36:15.818125981,0 days 00:38:38.553969472,False
U030,2023-12,0 days 00:53:09.231539862,0 days 00:38:38.553969472,False
U031,2023-02,0 days 00:42:54.935365085,0 days 00:38:17.418279514,False
U031,2023-03,0 days 00:44:29.072088517,0 days 00:38:17.418279514,False
U031,2023-04,0 days 00:23:58.870218433,0 days 00:38:17.418279514,True
U031,2023-05,0 days 00:45:14.744656083,0 days 00:38:17.418279514,False
U031,2023-06,0 days 00:51:47.081612572,0 days 00:38:17.418279514,False
U031,2023-07,0 days 00:34:05.355484118,0 days 00:38:17.418279514,False
U031,2023-08,0 days 00:46:15.212170222,0 days 00:38:17.418279514,False
U031,2023-09,0 days 00:27:41.116580873,0 days 00:38:17.418279514,False
U031,2023-10,0 days 00:30:55.966800215,0 days 00:38:17.418279514,False
U031,2023-11,0 days 00:29:48.717225728,0 days 00:38:17.418279514,False
U032,2023-01,0 days 00:41:02.604686444,0 days 00:34:57.465411085,False
U032,2023-02,0 days 00:25:49.577660341,0 days 00:34:57.465411085,False
U032,2023-03,0 days 00:13:23.524342640,0 days 00:34:57.465411085,True
U032,2023-04,0 days 00:55:37.788385846,0 days 00:34:57.465411085,False
U032,2023-05,0 days 01:01:06.950524519,0 days 00:34:57.465411085,False
U032,2023-06,0 days 00:38:05.834025740,0 days 00:34:57.465411085,False
U033,2023-04,0 days 00:29:08.699385490,0 days 00:33:52.279148033,False
U033,2023-05,0 days 00:52:55.942395075,0 days 00:33:52.279148033,False
U033,2023-06,0 days 00:31:24.405721805,0 days 00:33:52.279148033,False
U033,2023-07,0 days 00:34:20.520217514,0 days 00:33:52.279148033,False
U033,2023-08,0 days 00:37:21.279815383,0 days 00:33:52.279148033,False
U033,2023-09,0 days 00:31:28.510015405,0 days 00:33:52.279148033,False
U034,2023-01,0 days 00:38:47.620740667,0 days 00:40:57.409546515,False
U034,2023-02,0 days 00:46:40.117595309,0 days 00:40:57.409546515,False
U034,2023-03,0 days 00:43:08.092613767,0 days 00:40:57.409546515,False
U034,2023-04,0 days 00:35:12.456446585,0 days 00:40:57.409546515,False
U034,2023-05,0 days 00:42:21.703196516,0 days 00:40:57.409546515,False
U034,2023-06,0 days 00:31:30.343157538,0 days 00:40:57.409546515,False
U034,2023-07,0 days 00:52:19.211661149,0 days 00:40:57.409546515,False
U035,2023-02,0 days 00:36:33.466371546,0 days 00:38:01.836013780,False
U035,2023-03,0 days 00:28:53.234192090,0 days 00:38:01.836013780,False
U035,2023-04,0 days 00:39:12.442973589,0 days 00:38:01.836013780,False
U035,2023-05,0 days 00:33:41.021344940,0 days 00:38:01.836013780,False
U035,2023-06,0 days 00:39:16.907359928,0 days 00:38:01.836013780,False
U035,2023-07,0 days 00:43:51.143356068,0 days 00:38:01.836013780,False
U035,2023-08,0 days 00:37:56.464514244,0 days 00:38:01.836013780,False
U035,2023-09,0 days 00:37:21.452712341,0 days 00:38:01.836013780,False
U035,2023-10,0 days 00:35:56.703399024,0 days 00:38:01.836013780,False
U035,2023-11,0 days 00:43:58.954466143,0 days 00:38:01.836013780,False
U035,2023-12,0 days 00:52:03.550683355,0 days 00:38:01.836013780,False
U036,2023-01,0 days 00:37:56.562678966,0 days 00:37:33.696103740,False
U036,2023-02,0 days 00:41:07.354732202,0 days 00:37:33.696103740,False
U036,2023-03,0 days 00:37:16.013763164,0 days 00:37:33.696103740,False
U036,2023-04,0 days 00:45:53.906449577,0 days 00:37:33.696103740,False
U036,2023-05,0 days 00:30:23.451829010,0 days 00:37:33.696103740,False
U036,2023-06,0 days 00:45:30.396773243,0 days 00:37:33.696103740,False
U036,2023-07,0 days 00:31:46.631785982,0 days 00:37:33.696103740,False
U037,2023-05,0 days 00:32:20.644823586,0 days 00:32:26.895346062,False
U037,2023-06,0 days 00:38:08.869839164,0 days 00:32:26.895346062,False
U037,2023-07,0 days 00:22:48.689743928,0 days 00:32:26.895346062,False
U038,2023-06,0 days 00:40:24.633860048,0 days 00:33:13.462913002,False
U038,2023-07,0 days 00:31:09.978114822,0 days 00:33:13.462913002,False
U038,2023-08,0 days 00:35:09.397525249,0 days 00:33:13.462913002,False
U038,2023-09,0 days 00:23:54.211713832,0 days 00:33:13.462913002,False
U038,2023-10,0 days 00:29:31.443456308,0 days 00:33:13.462913002,False
U038,2023-11,0 days 00:35:09.803755008,0 days 00:33:13.462913002,False
U038,2023-12,0 days 00:33:01.924892334,0 days 00:33:13.462913002,False
U039,2023-05,0 days 00:00:43.080976908,0 days 00:34:45.891656068,True
U039,2023-06,0 days 00:28:11.467659083,0 days 00:34:45.891656068,False
U039,2023-07,0 days 00:35:25.385188082,0 days 00:34:45.891656068,False
U039,2023-08,0 days 00:44:16.056526670,0 days 00:34:45.891656068,False
U039,2023-09,0 days 00:54:58.889435014,0 days 00:34:45.891656068,False
U039,2023-10,0 days 00:25:42.516766521,0 days 00:34:45.891656068,False
U039,2023-11,0 days 00:42:38.306437497,0 days 00:34:45.891656068,False
U039,2023-12,0 days 00:28:15.348601751,0 days 00:34:45.891656068,False
U041,2023-06,0 days 00:36:26.928828568,0 days 00:36:37.248440942,False
U041,2023-07,0 days 00:40:28.626093412,0 days 00:36:37.248440942,False
U041,2023-08,0 days 00:09:20.371793592,0 days 00:36:37.248440942,True
U041,2023-09,0 days 00:43:28.592929703,0 days 00:36:37.248440942,False
U041,2023-10,0 days 00:32:02.231510012,0 days 00:36:37.248440942,False
U041,2023-11,0 days 01:01:08.419312342,0 days 00:36:37.248440942,False
U042,2023-05,0 days 00:20:30.776375834,0 days 00:37:56.011056110,True
U042,2023-06,0 days 00:46:01.565811451,0 days 00:37:56.011056110,False
U042,2023-07,0 days 00:33:47.442253660,0 days 00:37:56.011056110,False
U042,2023-08,0 days 00:43:56.590318634,0 days 00:37:56.011056110,False
U042,2023-09,0 days 00:37:35.467922326,0 days 00:37:56.011056110,False
U043,2023-03,0 days 00:48:43.522760695,0 days 00:36:59.212203040,False
U043,2023-04,0 days 00:40:20.425358494,0 days 00:36:59.212203040,False
U043,2023-05,0 days 00:29:00.183471436,0 days 00:36:59.212203040,False
U043,2023-06,0 days 00:39:49.084395485,0 days 00:36:59.212203040,False
U043,2023-07,0 days 00:42:46.290602791,0 days 00:36:59.212203040,False
U043,2023-08,0 days 00:34:25.709824927,0 days 00:36:59.212203040,False
U043,2023-09,0 days 00:43:42.149818189,0 days 00:36:59.212203040,False
U043,2023-10,0 days 00:41:21.260578314,0 days 00:36:59.212203040,False
U043,2023-11,0 days 00:36:23.961980205,0 days 00:36:59.212203040,False
U043,2023-12,0 days 00:20:37.660435755,0 days 00:36:59.212203040,True
U044,2023-05,0 days 00:32:37.987568464,0 days 00:32:35.721693775,False
U044,2023-06,0 days 00:28:42.111202736,0 days 00:32:35.721693775,False
U044,2023-07,0 days 01:06:55.345558396,0 days 00:32:35.721693775,False
U044,2023-08,0 days 00:26:56.938283442,0 days 00:32:35.721693775,False
U044,2023-09,0 days 00:17:45.364951044,0 days 00:32:35.721693775,True
U044,2023-10,0 days 00:26:18.786468917,0 days 00:32:35.721693775,False
U044,2023-11,0 days 00:41:18.874107701,0 days 00:32:35.721693775,False
U044,2023-12,0 days 00:41:55.070648475,0 days 00:32:35.721693775,False
U046,2023-06,0 days 00:29:06.934164069,0 days 00:33:33.070166666,False
U046,2023-07,0 days 00:30:12.054204933,0 days 00:33:33.070166666,False
U046,2023-08,0 days 00:44:23.061071545,0 days 00:33:33.070166666,False
U046,2023-09,0 days 00:37:45.964827288,0 days 00:33:33.070166666,False
U046,2023-10,0 days 00:24:24.878521772,0 days 00:33:33.070166666,False
U047,2023-06,0 days 00:29:25.225360948,0 days 00:37:52.587973968,False
U047,2023-07,0 days 00:44:47.501566432,0 days 00:37:52.587973968,False
U047,2023-08,0 days 00:29:55.888323941,0 days 00:37:52.587973968,False
U047,2023-09,0 days 00:37:33.504137476,0 days 00:37:52.587973968,False
U047,2023-10,0 days 00:41:42.631634471,0 days 00:37:52.587973968,False
U047,2023-11,0 days 00:43:53.589144366,0 days 00:37:52.587973968,False
U047,2023-12,0 days 00:36:22.246870224,0 days 00:37:52.587973968,False
U049,2023-06,0 days 00:33:51.461470633,0 days 00:33:26.086522268,False
U049,2023-07,0 days 00:41:20.938687016,0 days 00:33:26.086522268,False
U049,2023-08,0 days 00:32:50.992252216,0 days 00:33:26.086522268,False
U049,2023-09,0 days 00:36:42.400045407,0 days 00:33:26.086522268,False
U049,2023-10,0 days 00:46:37.906092650,0 days 00:33:26.086522268,False
U049,2023-11,0 days 00:25:09.202831983,0 days 00:33:26.086522268,False
U049,2023-12,0 days 00:22:16.042782819,0 days 00:33:26.086522268,True
U050,2023-04,0 days 00:29:54.287635263,0 days 00:37:20.614855199,False
U050,2023-05,0 days 00:41:41.447046050,0 days 00:37:20.614855199,False
U050,2023-06,0 days 00:39:24.547511043,0 days 00:37:20.614855199,False
U050,2023-07,0 days 00:50:16.809252207,0 days 00:37:20.614855199,False
U050,2023-08,0 days 00:34:18.982591403,0 days 00:37:20.614855199,False
U050,2023-09,0 days 00:46:02.142865949,0 days 00:37:20.614855199,False
U050,2023-10,0 days 00:32:18.751301317,0 days 00:37:20.614855199,False
U050,2023-11,0 days 00:28:45.680059991,0 days 00:37:20.614855199,False
U050,2023-12,0 days 00:26:41.549382916,0 days 00:37:20.614855199,False
U051,2023-05,0 days 00:36:13.284063262,0 days 00:38:23.169652194,False
U051,2023-06,0 days 00:41:42.802895890,0 days 00:38:23.169652194,False
U051,2023-07,0 days 00:41:28.509314978,0 days 00:38:23.169652194,False
U051,2023-08,0 days 01:02:15.240300174,0 days 00:38:23.169652194,False
U051,2023-09,0 days 00:24:25.577587663,0 days 00:38:23.169652194,True
U051,2023-10,0 days 00:30:09.584751413,0 days 00:38:23.169652194,False
U051,2023-11,0 days 00:39:39.780367711,0 days 00:38:23.169652194,False
U051,2023-12,0 days 00:38:23.592441049,0 days 00:38:23.169652194,False
U052,2023-06,0 days 00:38:27.581303343,0 days 00:35:39.681807197,False
U052,2023-07,0 days 00:52:32.469246375,0 days 00:35:39.681807197,False
U052,2023-08,0 days 00:31:55.970221008,0 days 00:35:39.681807197,False
U052,2023-09,0 days 00:30:30.727676067,0 days 00:35:39.681807197,False
U052,2023-10,0 days 00:30:08.262939217,0 days 00:35:39.681807197,False
U052,2023-11,0 days 00:38:23.151758046,0 days 00:35:39.681807197,False
U052,2023-12,0 days 00:35:56.691827385,0 days 00:35:39.681807197,False
U053,2023-03,0 days 00:37:17.442826027,0 days 00:37:09.741070672,False
U053,2023-04,0 days 00:52:27.320146454,0 days 00:37:09.741070672,False
U053,2023-05,0 days 00:30:34.293167175,0 days 00:37:09.741070672,False
U053,2023-06,0 days 00:43:47.077694908,0 days 00:37:09.741070672,False
U053,2023-07,0 days 00:36:05.396157604,0 days 00:37:09.741070672,False
U053,2023-08,0 days 00:35:35.319564417,0 days 00:37:09.741070672,False
U053,2023-09,0 days 00:43:06.776841184,0 days 00:37:09.741070672,False
U053,2023-10,0 days 00:41:18.607307410,0 days 00:37:09.741070672,False
U053,2023-11,0 days 00:26:14.078983419,0 days 00:37:09.741070672,False
U053,2023-12,0 days 00:26:11.552281425,0 days 00:37:09.741070672,False
U054,2023-02,0 days 00:33:04.558401890,0 days 00:34:52.894181790,False
U054,2023-03,0 days 00:40:59.009276510,0 days 00:34:52.894181790,False
U054,2023-04,0 days 00:40:03.677185442,0 days 00:34:52.894181790,False
U054,2023-05,0 days 00:45:39.978994102,0 days 00:34:52.894181790,False
U054,2023-06,0 days 00:29:21.792046739,0 days 00:34:52.894181790,False
U054,2023-07,0 days 00:36:17.899275116,0 days 00:34:52.894181790,False
U054,2023-08,0 days 00:41:38.221739861,0 days 00:34:52.894181790,False
U054,2023-09,0 days 00:32:43.580736402,0 days 00:34:52.894181790,False
U054,2023-10,0 days 00:20:48.643890642,0 days 00:34:52.894181790,True
U054,2023-11,0 days 00:31:33.153375107,0 days 00:34:52.894181790,False
U054,2023-12,0 days 00:32:33.504380417,0 days 00:34:52.894181790,False
U055,2023-05,0 days 00:18:49.873917155,0 days 00:34:25.851145017,True
U055,2023-06,0 days 00:29:08.033920424,0 days 00:34:25.851145017,False
U055,2023-07,0 days 00:38:42.400864728,0 days 00:34:25.851145017,False
U055,2023-08,0 days 00:50:29.728431959,0 days 00:34:25.851145017,False
U055,2023-09,0 days 00:32:12.536957816,0 days 00:34:25.851145017,False
U055,2023-10,0 days 00:40:49.113231637,0 days 00:34:25.851145017,False
U055,2023-11,0 days 00:34:21.096419855,0 days 00:34:25.851145017,False
U055,2023-12,0 days 00:31:40.400088862,0 days 00:34:25.851145017,False
U057,2023-06,0 days 01:01:19.306551301,0 days 00:38:14.259714579,False
U057,2023-07,0 days 00:35:04.006562699,0 days 00:38:14.259714579,False
U057,2023-08,0 days 00:34:32.689571995,0 days 00:38:14.259714579,False
U057,2023-09,0 days 00:37:08.507259047,0 days 00:38:14.259714579,False
U057,2023-10,0 days 00:40:37.259169072,0 days 00:38:14.259714579,False
U057,2023-11,0 days 00:42:29.432831666,0 days 00:38:14.259714579,False
U057,2023-12,0 days 00:36:05.694735129,0 days 00:38:14.259714579,False
U058,2023-02,0 days 00:32:32.280509312,0 days 00:46:27.480825365,False
U058,2023-03,0 days 00:52:27.225496677,0 days 00:46:27.480825365,False
U058,2023-04,0 days 00:51:03.778972211,0 days 00:46:27.480825365,False
U060,2023-01,0 days 00:59:42.730455208,0 days 00:40:20.226032080,False
U060,2023-02,0 days 00:35:15.196446994,0 days 00:40:20.226032080,False
U060,2023-03,0 days 00:41:54.887358024,0 days 00:40:20.226032080,False
U060,2023-04,0 days 00:35:06.668015649,0 days 00:40:20.226032080,False
U060,2023-05,0 days 00:53:40.146662404,0 days 00:40:20.226032080,False
U060,2023-06,0 days 00:47:20.376553762,0 days 00:40:20.226032080,False
U060,2023-07,0 days 00:41:10.407936489,0 days 00:40:20.226032080,False
U060,2023-08,0 days 00:48:35.836893469,0 days 00:40:20.226032080,False
U060,2023-09,0 days 00:38:29.226258879,0 days 00:40:20.226032080,False
