order_id,user_id,order_date,amount
O00148,U148,07.07.2023,1252.36
O00149,U149,08.07.2023,1760.91
O00150,U150,08.07.2023,499.11
O00151,U001,08.07.2023,2239.22
O00152,U002,08.07.2023,1352.08
O00153,U003,09.07.2023,1081.82
O00154,U004,09.07.2023,2339.21
O00155,U005,09.07.2023,
O00156,U006,09.07.2023,373.23
O00157,U007,10.07.2023,254.7
O00158,U008,10.07.2023,1984.81
O00159,U009,10.07.2023,475.66
O00160,U010,10.07.2023,2903.84
O00161,U011,11.07.2023,-165.54
O00162,U012,11.07.2023,2857.17
O00163,U013,11.07.2023,1668.81
O00164,U014,11.07.2023,
O00165,U015,12.07.2023,1064.06
O00166,U016,12.07.2023,1819.31
O00167,U017,12.07.2023,1469.89
O00168,U018,12.07.2023,2382.64
O00169,U019,13.07.2023,1591.38
O00170,U020,13.07.2023,1620.24
O00171,U021,13.07.2023,1209.11
O00172,U022,13.07.2023,1454.44
O00173,U023,14.07.2023,
O00174,U024,14.07.2023,131.87
O00175,U025,14.07.2023,421.45
O00176,U026,14.07.2023,2094.61
O00177,U027,15.07.2023,1636.69
O00178,U028,15.07.2023,1352.81
O00179,U029,15.07.2023,1514.75
O00180,U030,15.07.2023,1778.07
O00181,U031,16.07.2023,1068.19
O00182,U032,16.07.2023,877.36
O00183,U033,16.07.2023,
O00184,U034,16.07.2023,717.3
O00185,U035,17.07.2023,1826.6
O00186,U036,17.07.2023,137.93
O00187,U037,17.07.2023,2323.32
O00188,U038,17.07.2023,1878.08
O00189,U039,18.07.2023,1704.82
O00190,U040,18.07.2023,2286.15
O00191,U041,18.07.2023,2832.38
O00192,U042,18.07.2023,-319.18
O00193,U043,19.07.2023,27.3
O00194,U044,19.07.2023,476.34
O00195,U045,19.07.2023,1000.15
O00196,U046,19.07.2023,1520.87
O00197,U047,20.07.2023,1914.13
O00198,U048,20.07.2023,919.4
O00199,U049,20.07.2023,1649.41
O00200,U050,20.07.2023,895.69
O00201,U051,21.07.2023,1010.79
O00202,U052,21.07.2023,374.67
O00203,U053,21.07.2023,761.41
O00204,U054,21.07.2023,418.65
O00205,U055,22.07.2023,719.3
O00206,U056,22.07.2023,2342.91
O00207,U057,22.07.2023,740.48
O00208,U058,22.07.2023,3605.91
O00209,U059,23.07.2023,1894.65
O00210,U060,23.07.2023,1647.87
O00211,U061,23.07.2023,813.31
O00212,U062,23.07.2023,2060.25
O00213,U063,24.07.2023,
O00214,U064,24.07.2023,1597.61
O00215,U065,24.07.2023,3548.07
O00216,U066,24.07.2023,1423.15
O00217,U067,25.07.2023,2419.42
O00218,U068,25.07.2023,937.46
O00219,U069,25.07.2023,1472.01
O00220,U070,25.07.2023,2916.64
O00221,U071,26.07.2023,998.43
O00222,U072,26.07.2023,2949.96
O00223,U073,26.07.2023,2066.2
O00224,U074,26.07.2023,1050.03
O00225,U075,27.07.2023,2005.93
O00226,U076,27.07.2023,2278.04
O00227,U077,27.07.2023,1997.45
O00228,U078,27.07.2023,243.82
O00229,U079,28.07.2023,918.29
O00230,U080,28.07.2023,1301.99
O00231,U081,28.07.2023,1440.45
O00232,U082,28.07.2023,-456.83
O00233,U083,29.07.2023,1642.16
O00234,U084,29.07.2023,431.72
O00235,U085,29.07.2023,1804.16
O00236,U086,29.07.2023,1988.47
O00237,U087,30.07.2023,1947.83
O00238,U088,30.07.2023,2364.62
O00239,U089,30.07.2023,2167.14
O00240,U090,30.07.2023,1867.34
O00241,U091,31.07.2023,1443.87
O00242,U092,31.07.2023,-414.01
O00243,U093,31.07.2023,1843.69
O00244,U094,31.07.2023,1666.15
O00245,U095,01.08.2023,1717.26
O00246,U096,01.08.2023,
O00247,U097,01.08.2023,635.15
O00248,U098,01.08.2023,2342.52
O00249,U099,02.08.2023,1468.36
O00250,U100,02.08.2023,2045.2
O00251,U101,02.08.2023,1522.65
O00252,U102,02.08.2023,1523.8
O00253,U103,03.08.2023,2250.63
O00254,U104,03.08.2023,1087.16
O00255,U105,03.08.2023,1576.9
O00256,U106,03.08.2023,1130.18
O00257,U107,04.08.2023,1152.4
O00258,U108,04.08.2023,1252.66
O00259,U109,04.08.2023,1677.71
O00260,U110,04.08.2023,1117.0
O00261,U111,05.08.2023,2504.6
O00262,U112,05.08.2023,784.31
O00263,U113,05.08.2023,1350.5
O00264,U114,05.08.2023,1148.22
O00265,U115,06.08.2023,2657.58
O00266,U116,06.08.2023,1657.24
O00267,U117,06.08.2023,2325.48
O00268,U118,06.08.2023,311.55
O00269,U119,07.08.2023,1713.64
O00270,U120,07.08.2023,2211.7
O00271,U121,07.08.2023,1565.83
O00272,U122,07.08.2023,2352.38
O00273,U123,08.08.2023,1086.17
O00274,U124,08.08.2023,2627.48
O00275,U125,08.08.2023,3339.12
O00276,U126,08.08.2023,1209.73
O00277,U127,09.08.2023,1143.6
O00278,U128,09.08.2023,2662.71
O00279,U129,09.08.2023,2763.66
O00280,U130,09.08.2023,1081.71
O00281,U131,10.08.2023,1163.85
O00282,U132,10.08.2023,1274.57
O00283,U133,10.08.2023,424.44
O00284,U134,10.08.2023,765.08
O00285,U135,11.08.2023,696.69
O00286,U136,11.08.2023,885.76
O00287,U137,11.08.2023,1472.25
O00288,U138,11.08.2023,1687.37
O00289,U139,12.08.2023,2740.4
O00290,U140,12.08.2023,701.32
O00291,U141,12.08.2023,2287.46
O00292,U142,12.08.2023,1328.81
O00293,U143,13.08.2023,1460.43
O00294,U144,13.08.2023,2039.86
O00295,U145,13.08.2023,601.82
O00296,U146,13.08.2023,1805.93
O00297,U147,14.08.2023,1633.16
O00298,U148,14.08.2023,1893.96
O00299,U149,14.08.2023,1731.33
O00300,U150,14.08.2023,3464.24
O00301,U001,15.08.2023,989.81
O00302,U002,15.08.2023,1075.2
O00303,U003,15.08.2023,1001.49
O00304,U004,15.08.2023,1055.62
O00305,U005,16.08.2023,990.09
O00306,U006,16.08.2023,2451.21
O00307,U007,16.08.2023,2636.4
O00308,U008,16.08.2023,1043.4
O00309,U009,17.08.2023,834.12
O00310,U010,17.08.2023,1877.13
O00311,U011,17.08.2023,1058.22
O00312,U012,17.08.2023,2006.35
O00313,U013,18.08.2023,1662.34
O00314,U014,18.08.2023,287.4
O00315,U015,18.08.2023,2738.0
O00316,U016,18.08.2023,2936.7
O00317,U017,19.08.2023,1009.77
O00318,U018,19.08.2023,1189.84
O00319,U019,19.08.2023,1728.69
O00320,U020,19.08.2023,1767.57
O00321,U021,20.08.2023,2026.84
O00322,U022,20.08.2023,3108.16
O00323,U023,20.08.2023,1358.44
O00324,U024,20.08.2023,861.36
O00325,U025,21.08.2023,396.54
O00326,U026,21.08.2023,915.26
O00327,U027,21.08.2023,1473.5
O00328,U028,21.08.2023,2935.65
O00329,U029,22.08.2023,1085.91
O00330,U030,22.08.2023,1679.03
O00331,U031,22.08.2023,1486.86
O00332,U032,22.08.2023,2450.71
O00333,U033,23.08.2023,3521.55
O00334,U034,23.08.2023,1075.3
O00335,U035,23.08.2023,1108.45
O00336,U036,23.08.2023,2335.33
O00337,U037,24.08.2023,2045.51
O00338,U038,24.08.2023,
O00339,U039,24.08.2023,1967.14
O00340,U040,24.08.2023,1212.57
O00341,U041,25.08.2023,1972.52
O00342,U042,25.08.2023,2386.96
O00343,U043,25.08.2023,2156.39
O00344,U044,25.08.2023,1905.82
O00345,U045,26.08.2023,2353.34
O00346,U046,26.08.2023,2435.44
O00347,U047,26.08.2023,2605.73
O00348,U048,26.08.2023,2018.97
O00349,U049,27.08.2023,1366.31
O00350,U050,27.08.2023,1617.37
O00351,U051,27.08.2023,2465.21
O00352,U052,27.08.2023,846.45
O00353,U053,28.08.2023,1794.94
O00354,U054,28.08.2023,1185.33
O00355,U055,28.08.2023,1523.0
O00356,U056,28.08.2023,2522.76
O00357,U057,29.08.2023,1652.88
O00358,U058,29.08.2023,1537.15
O00359,U059,29.08.2023,412.12
O00360,U060,29.08.2023,2097.0
O00361,U061,30.08.2023,2016.39
O00362,U062,30.08.2023,3230.6
O00363,U063,30.08.2023,1253.78
O00364,U064,30.08.2023,1675.32
O00365,U065,31.08.2023,1699.51
O00366,U066,31.08.2023,2761.96
O00367,U067,31.08.2023,1423.76
O00368,U068,31.08.2023,1723.22
O00369,U069,01.09.2023,1986.32
O00370,U070,01.09.2023,1649.29
O00371,U071,01.09.2023,1142.85
O00372,U072,01.09.2023,1655.27
O00373,U073,02.09.2023,2358.91
O00374,U074,02.09.2023,678.79
O00375,U075,02.09.2023,1606.38
O00376,U076,02.09.2023,939.9
O00377,U077,03.09.2023,2456.04
O00378,U078,03.09.2023,281.45
O00379,U079,03.09.2023,1052.86
O00380,U080,03.09.2023,1801.77
O00381,U081,04.09.2023,2752.42
O00382,U082,04.09.2023,1447.4
O00383,U083,04.09.2023,1055.84
O00384,U084,04.09.2023,3004.93
O00385,U085,05.09.2023,341.59
O00386,U086,05.09.2023,
O00387,U087,05.09.2023,1852.01
O00388,U088,05.09.2023,1098.36
O00389,U089,06.09.2023,683.01
O00390,U090,06.09.2023,2066.69
O00391,U091,06.09.2023,1695.04
O00392,U092,06.09.2023,1048.74
O00393,U093,07.09.2023,-139.23
O00394,U094,07.09.2023,2197.97
O00395,U095,07.09.2023,2020.16
O00396,U096,07.09.2023,1420.66
O00397,U097,08.09.2023,2977.31
O00398,U098,08.09.2023,643.93
O00399,U099,08.09.2023,279.58
O00400,U100,08.09.2023,946.47
O00401,U101,09.09.2023,1463.53
O00402,U102,09.09.2023,1694.67
O00403,U103,09.09.2023,1307.01
O00404,U104,09.09.2023,1781.64
O00405,U105,10.09.2023,
O00406,U106,10.09.2023,2655.01
O00407,U107,10.09.2023,1434.28
O00408,U108,10.09.2023,2393.84
O00409,U109,11.09.2023,1774.18
O00410,U110,11.09.2023,1865.4
O00411,U111,11.09.2023,1955.81
O00412,U112,11.09.2023,1858.17
O00413,U113,12.09.2023,2014.18
O00414,U114,12.09.2023,2563.32
O00415,U115,12.09.2023,1657.22
O00416,U116,12.09.2023,2067.2
O00417,U117,13.09.2023,1428.21
O00418,U118,13.09.2023,2652.09
O00419,U119,13.09.2023,958.89
O00420,U120,13.09.2023,2940.75
O00421,U121,14.09.2023,1467.87
O00422,U122,14.09.2023,355.38
O00423,U123,14.09.2023,
O00424,U124,14.09.2023,955.16
O00425,U125,15.09.2023,-295.3
O00426,U126,15.09.2023,977.9
O00427,U127,15.09.2023,1143.05
O00428,U128,15.09.2023,-11.63
O00429,U129,16.09.2023,1138.15
O00430,U130,16.09.2023,-439.1
O00431,U131,16.09.2023,232.88
O00432,U132,16.09.2023,2108.33
O00433,U133,17.09.2023,2128.64
O00434,U134,17.09.2023,1840.37
O00435,U135,17.09.2023,726.42
O00436,U136,17.09.2023,1461.83
O00437,U137,18.09.2023,1497.12
O00438,U138,18.09.2023,573.31
O00439,U139,18.09.2023,2702.72
O00440,U140,18.09.2023,2201.89
O00441,U141,19.09.2023,1323.23
O00442,U142,19.09.2023,1521.51
O00443,U143,19.09.2023,1666.71
O00444,U144,19.09.2023,-133.39
O00445,U145,20.09.2023,1302.26
O00446,U146,20.09.2023,954.41
O00447,U147,20.09.2023,698.7
O00448,U148,20.09.2023,1275.12
O00449,U149,21.09.2023,2938.15
O00450,U150,21.09.2023,2012.67
O00451,U001,21.09.2023,1043.06
O00452,U002,21.09.2023,1958.07
O00453,U003,22.09.2023,2619.48
O00454,U004,22.09.2023,2239.71
O00455,U005,22.09.2023,
O00456,U006,22.09.2023,982.45
O00457,U007,23.09.2023,2058.58
O00458,U008,23.09.2023,1814.79
O00459,U009,23.09.2023,2216.15
O00460,U010,23.09.2023,2008.14
O00461,U011,24.09.2023,2339.64
O00462,U012,24.09.2023,1071.81
O00463,U013,24.09.2023,2553.92
O00464,U014,24.09.2023,1658.08
O00465,U015,25.09.2023,
O00466,U016,25.09.2023,948.65
O00467,U017,25.09.2023,2888.77
O00468,U018,25.09.2023,1658.33
O00469,U019,26.09.2023,978.87
O00470,U020,26.09.2023,1112.89
O00471,U021,26.09.2023,
O00472,U022,26.09.2023,1839.33
O00473,U023,27.09.2023,1918.27
O00474,U024,27.09.2023,1041.04
O00475,U025,27.09.2023,1480.52
O00476,U026,27.09.2023,3213.82
O00477,U027,28.09.2023,2882.03
O00478,U028,28.09.2023,1849.06
O00479,U029,28.09.2023,1530.4
O00480,U030,28.09.2023,1596.03
O00481,U031,29.09.2023,1990.81
O00482,U032,29.09.2023,681.77
O00483,U033,29.09.2023,
O00484,U034,29.09.2023,165.13
O00485,U035,30.09.2023,
O00486,U036,30.09.2023,2017.76
O00487,U037,30.09.2023,1113.45
O00488,U038,30.09.2023,2759.19
O00489,U039,01.10.2023,519.39
O00490,U040,01.10.2023,328.5
O00491,U041,01.10.2023,1679.56
O00492,U042,01.10.2023,2337.68
O00493,U043,02.10.2023,
O00494,U044,02.10.2023,1132.89
O00495,U045,02.10.2023,2362.94
O00496,U046,02.10.2023,1469.19
O00497,U047,03.10.2023,1361.9
O00498,U048,03.10.2023,2206.93
O00499,U049,03.10.2023,2021.86
O00500,U050,03.10.2023,238.89
O00501,U051,04.10.2023,2681.23
O00502,U052,04.10.2023,2604.07
O00503,U053,04.10.2023,999.55
O00504,U054,04.10.2023,1816.64
O00505,U055,05.10.2023,1895.22
O00506,U056,05.10.2023,1708.54
O00507,U057,05.10.2023,1059.76
O00508,U058,05.10.2023,962.7
O00509,U059,06.10.2023,1479.56
O00510,U060,06.10.2023,
O00511,U061,06.10.2023,1934.88
O00512,U062,06.10.2023,1203.51
O00513,U063,07.10.2023,2117.36
O00514,U064,07.10.2023,-778.83
O00515,U065,07.10.2023,2419.01
O00516,U066,07.10.2023,108.23
O00517,U067,08.10.2023,1210.05
O00518,U068,08.10.2023,604.26
O00519,U069,08.10.2023,
O00520,U070,08.10.2023,2428.66
O00521,U071,09.10.2023,1125.84
O00522,U072,09.10.2023,1777.2
O00523,U073,09.10.2023,1462.46
O00524,U074,09.10.2023,1881.63
O00525,U075,10.10.2023,1561.46
O00526,U076,10.10.2023,
O00527,U077,10.10.2023,2297.01
O00528,U078,10.10.2023,1104.99
O00529,U079,11.10.2023,254.73
O00530,U080,11.10.2023,1157.51
O00531,U081,11.10.2023,2700.61
O00532,U082,11.10.2023,2180.18
O00533,U083,12.10.2023,1221.08
O00534,U084,12.10.2023,1220.59
O00535,U085,12.10.2023,1242.69
O00536,U086,12.10.2023,3161.4
O00537,U087,13.10.2023,1805.55
O00538,U088,13.10.2023,1844.03
O00539,U089,13.10.2023,2324.23
O00540,U090,13.10.2023,1691.03
O00541,U091,14.10.2023,1292.77
O00542,U092,14.10.2023,1342.92
O00543,U093,14.10.2023,1442.72
O00544,U094,14.10.2023,1470.22
O00545,U095,15.10.2023,2082.1
O00546,U096,15.10.2023,1541.56
O00547,U097,15.10.2023,2086.11
O00548,U098,15.10.2023,1435.43
O00549,U099,16.10.2023,1562.91
O00550,U100,16.10.2023,-98.56
O00551,U101,16.10.2023,2233.06
O00552,U102,16.10.2023,1777.19
O00553,U103,17.10.2023,2298.41
O00554,U104,17.10.2023,-817.0
O00555,U105,17.10.2023,3170.7
O00556,U106,17.10.2023,1388.33
O00557,U107,18.10.2023,2386.55
O00558,U108,18.10.2023,668.08
O00559,U109,18.10.2023,1990.22
O00560,U110,18.10.2023,-290.41
O00561,U111,19.10.2023,1000.98
O00562,U112,19.10.2023,3031.23
O00563,U113,19.10.2023,1347.45
O00564,U114,19.10.2023,1673.95
O00565,U115,20.10.2023,2196.05
O00566,U116,20.10.2023,1896.55
O00567,U117,20.10.2023,1620.34
O00568,U118,20.10.2023,1791.97
O00569,U119,21.10.2023,3422.73
O00570,U120,21.10.2023,1453.9
O00571,U121,21.10.2023,1660.88
O00572,U122,21.10.2023,-394.94
O00573,U123,22.10.2023,2384.42
O00574,U124,22.10.2023,
O00575,U125,22.10.2023,2010.98
O00576,U126,22.10.2023,585.6
O00577,U127,23.10.2023,2806.75
O00578,U128,23.10.2023,582.92
O00579,U129,23.10.2023,1742.11
O00580,U130,23.10.2023,896.58
O00581,U131,24.10.2023,1448.69
O00582,U132,24.10.2023,1763.01
O00583,U133,24.10.2023,1757.09
O00584,U134,24.10.2023,1837.54
O00585,U135,25.10.2023,2790.97
O00586,U136,25.10.2023,1862.83
O00587,U137,25.10.2023,1304.67
O00588,U138,25.10.2023,2271.27
O00589,U139,26.10.2023,2451.58
O00590,U140,26.10.2023,517.91
O00591,U141,26.10.2023,
O00592,U142,26.10.2023,2060.94
O00593,U143,27.10.2023,1261.95
O00594,U144,27.10.2023,2600.57
O00595,U145,27.10.2023,1379.96
O00596,U146,27.10.2023,1600.46
O00597,U147,28.10.2023,1361.54
O00598,U148,28.10.2023,
O00599,U149,28.10.2023,622.98
O00600,U150,28.10.2023,347.96
O00601,U001,29.10.2023,2775.6
O00602,U002,29.10.2023,822.43
O00603,U003,29.10.2023,706.89
O00604,U004,29.10.2023,-222.71
O00605,U005,30.10.2023,988.83
O00606,U006,30.10.2023,441.53
O00607,U007,30.10.2023,2813.61
O00608,U008,30.10.2023,2307.85
O00609,U009,31.10.2023,949.48
O00610,U010,31.10.2023,3301.95
O00611,U011,31.10.2023,2285.41
O00612,U012,31.10.2023,1240.13
O00613,U013,01.11.2023,-499.52
O00614,U014,01.11.2023,3332.75
O00615,U015,01.11.2023,388.34
O00616,U016,01.11.2023,183.68
O00617,U017,02.11.2023,2318.06
O00618,U018,02.11.2023,3451.8
O00619,U019,02.11.2023,2607.42
O00620,U020,02.11.2023,1951.13
O00621,U021,03.11.2023,1975.8
O00622,U022,03.11.2023,2182.73
O00623,U023,03.11.2023,2107.14
O00624,U024,03.11.2023,1724.95
O00625,U025,04.11.2023,1583.36
O00626,U026,04.11.2023,1449.93
O00627,U027,04.11.2023,896.83
O00628,U028,04.11.2023,
O00629,U029,05.11.2023,145.63
O00630,U030,05.11.2023,1421.33
O00631,U031,05.11.2023,709.13
O00632,U032,05.11.2023,617.13
O00633,U033,06.11.2023,1643.92
O00634,U034,06.11.2023,2613.6
O00635,U035,06.11.2023,2234.65
O00636,U036,06.11.2023,243.6
O00637,U037,07.11.2023,708.3
O00638,U038,07.11.2023,2252.62
O00639,U039,07.11.2023,714.01
O00640,U040,07.11.2023,1320.29
O00641,U041,08.11.2023,1940.04
O00642,U042,08.11.2023,725.32
O00643,U043,08.11.2023,1584.3
O00644,U044,08.11.2023,432.78
O00645,U045,09.11.2023,
O00646,U046,09.11.2023,1755.83
O00647,U047,09.11.2023,225.61
O00648,U048,09.11.2023,1852.38
O00649,U049,10.11.2023,1484.29
O00650,U050,10.11.2023,
O00651,U051,10.11.2023,1679.13
O00652,U052,10.11.2023,2591.31
O00653,U053,11.11.2023,1600.18
O00654,U054,11.11.2023,1156.48
O00655,U055,11.11.2023,1597.84
O00656,U056,11.11.2023,1934.64
O00657,U057,12.11.2023,1539.09
O00658,U058,12.11.2023,1532.47
O00659,U059,12.11.2023,938.41
O00660,U060,12.11.2023,969.68
O00661,U061,13.11.2023,
O00662,U062,13.11.2023,2899.66
O00663,U063,13.11.2023,504.91
O00664,U064,13.11.2023,945.68
O00665,U065,14.11.2023,925.27
O00666,U066,14.11.2023,2215.94
O00667,U067,14.11.2023,1264.04
O00668,U068,14.11.2023,2498.19
O00669,U069,15.11.2023,961.21
O00670,U070,15.11.2023,1723.2
O00671,U071,15.11.2023,831.72
O00672,U072,15.11.2023,
O00673,U073,16.11.2023,549.92
O00674,U074,16.11.2023,1747.86
O00675,U075,16.11.2023,2007.02
O00676,U076,16.11.2023,1831.04
O00677,U077,17.11.2023,1351.77
O00678,U078,17.11.2023,1396.14
O00679,U079,17.11.2023,1535.05
O00680,U080,17.11.2023,1382.4
O00681,U081,18.11.2023,2271.1
O00682,U082,18.11.2023,3268.42
O00683,U083,18.11.2023,1054.01
O00684,U084,18.11.2023,404.16
O00685,U085,19.11.2023,1429.37
O00686,U086,19.11.2023,3563.77
O00687,U087,19.11.2023,857.06
O00688,U088,19.11.2023,2811.29
O00689,U089,20.11.2023,2842.16
O00690,U090,20.11.2023,1057.13
O00691,U091,20.11.2023,1955.19
O00692,U092,20.11.2023,2802.72
O00693,U093,21.11.2023,
O00694,U094,21.11.2023,1337.14
O00695,U095,21.11.2023,1034.66
O00696,U096,21.11.2023,688.19
O00697,U097,22.11.2023,980.58
O00698,U098,22.11.2023,520.85
O00699,U099,22.11.2023,1527.27
O00700,U100,22.11.2023,884.02
O00701,U101,23.11.2023,1687.03
O00702,U102,23.11.2023,255.28
O00703,U103,23.11.2023,
O00704,U104,23.11.2023,2166.82
O00705,U105,24.11.2023,-94.99
O00706,U106,24.11.2023,1799.25
O00707,U107,24.11.2023,2482.14
O00708,U108,24.11.2023,532.29
O00709,U109,25.11.2023,2838.06
O00710,U110,25.11.2023,1835.22
O00711,U111,25.11.2023,935.99
O00712,U112,25.11.2023,1455.38
O00713,U113,26.11.2023,1946.66
O00714,U114,26.11.2023,1560.8
O00715,U115,26.11.2023,1931.0
O00716,U116,26.11.2023,763.46
O00717,U117,27.11.2023,1635.49
O00718,U118,27.11.2023,369.03
O00719,U119,27.11.2023,1411.02
O00720,U120,27.11.2023,776.87
O00721,U121,28.11.2023,911.58
O00722,U122,28.11.2023,2488.87
O00723,U123,28.11.2023,2373.05
O00724,U124,28.11.2023,1987.31
O00725,U125,29.11.2023,626.15
O00726,U126,29.11.2023,1246.87
O00727,U127,29.11.2023,2470.48
O00728,U128,29.11.2023,1613.37
O00729,U129,30.11.2023,3355.46
O00730,U130,30.11.2023,1814.65
O00731,U131,30.11.2023,
O00732,U132,30.11.2023,1252.71
O00733,U133,01.12.2023,1606.83
O00734,U134,01.12.2023,1378.02
O00735,U135,01.12.2023,2066.49
O00736,U136,01.12.2023,2265.36
O00737,U137,02.12.2023,871.21
O00738,U138,02.12.2023,435.01
O00739,U139,02.12.2023,31.04
O00740,U140,02.12.2023,1906.39
O00741,U141,03.12.2023,
O00742,U142,03.12.2023,
O00743,U143,03.12.2023,1810.86
O00744,U144,03.12.2023,3494.4
O00745,U145,04.12.2023,1495.14
O00746,U146,04.12.2023,2170.79
O00747,U147,04.12.2023,1565.46
O00748,U148,04.12.2023,1420.89
O00749,U149,05.12.2023,2235.26
O00750,U150,05.12.2023,1267.78
